5_Resource uncertainty,10_Region,11_Basin name,38_Well count (total producer),52_Well spacing (average) (ac),70_Production rate (peak oil equivalent) (BOEPD),72_Onshore or offshore,75_Temperature (original) (deg. F),76_Pressure_Temp_depth (ft TVDSS),77_Pressure (original) (psi),82_Drive mechanism (main),117_Reservoir top subsea depth (ft TVDSS),149_Reservoir period,170_Gross reservoir thickness (average) (ft),176_Net/gross ratio (average),204_Porosity (matrix average) (%),218_API gravity (average) (deg. API),293_Original in-place oil equivalent (MMBOE),225_Viscosity (oil average) (cp),252_GOR (initial average) (SCF/STB),307_Recovery factor (ultimate oil) (%)
1P ,EUROPE,NORTH SEA CENTRAL,34.0,106.0,183792.0,OFFSHORE,190.0,10400.0,7879.0,AQUIFER DRIVE,10400.0,JURASSIC,360.0,0.8,17.0,36.0,946.0,0.44,990.0,46.6
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,20.0,40.0,1023.0,ONSHORE,171.0,6000.0,3010.0,GAS DRIVE,5900.0,PALEOGENE,200.0,0.6,19.0,41.0,7.4,0.7,600.0,54.0
1P ,ASIA-PACIFIC,MALAY,140.0,90.0,150000.0,OFFSHORE,148.65884821915031,6000.0,2162.205903405465,AQUIFER DRIVE,3840.0,NEOGENE/PALEOGENE,3494.0,0.35,24.0,50.0,1850.0,0.7,630.0,42.0
1P ,AFRICA,LOWER CONGO,55.0,90.0,34887.0,OFFSHORE,142.985530671103,6000.0,1769.0,AQUIFER DRIVE,3461.0,CRETACEOUS,200.0,0.6,25.0,29.8,513.0,12.0,85.0,39.4
1P ,ASIA-PACIFIC,KUTAI,22.0,80.0,27517.0,OFFSHORE,202.0,6135.0,2621.0,AQUIFER DRIVE,6000.0,NEOGENE,500.0,0.6,28.0,41.0,113.0,0.38,919.0,50.6
1P ,ASIA-PACIFIC,SARAWAK,770.0,0.0,138000.0,ONSHORE-OFFSHORE,161.0,5150.0,2226.0,AQUIFER DRIVE,1310.0,NEOGENE,4000.0,0.6,21.0,30.0,3200.0,6.0,560.0,38.0
1P ,ASIA-PACIFIC,TURPAN,244.0,18.0,19118.0,ONSHORE,187.0,7870.5,4183.0,GAS DRIVE,7185.0,JURASSIC,951.0,0.33,13.0,41.0,278.0,0.39,904.0,30.3
1P ,ASIA-PACIFIC,BOHAI,2038.0,18.0,125862.0,ONSHORE,185.0,6000.0,2828.0,AQUIFER DRIVE,5900.0,PALEOGENE,2300.0,0.15,28.0,29.0,3420.0,20.0,265.0,37.8
1P ,ASIA-PACIFIC,NANXIANG,607.0,30.0,38944.0,ONSHORE,170.0,6000.0,2538.0,AQUIFER DRIVE,3970.0,PALEOGENE,3940.0,0.42,18.0,33.0,752.0,5.5,128.0,44.0
1P ,ASIA-PACIFIC,NANXIANG,22.0,0.0,2589.0,ONSHORE,153.7,6000.0,2002.0,AQUIFER DRIVE,4035.0,PALEOGENE,3445.0,0.6,20.9,31.5,22.0,5.5,128.0,53.2
1P ,ASIA-PACIFIC,NANXIANG,35.0,30.0,2651.0,ONSHORE,176.5,5118.0,2415.0,AQUIFER DRIVE,4757.0,PALEOGENE,200.0,0.42,19.2,33.0,38.7,2.6,129.0,45.0
1P ,LATIN AMERICA,ORIENTE,22.0,50.0,110000.0,ONSHORE,217.4524384438457,6000.0,4042.0,AQUIFER DRIVE,8300.0,CRETACEOUS,470.0,0.41,18.0,33.0,3500.0,1.7,270.0,45.0
1P ,AFRICA,GULF OF SUEZ,15.0,60.0,44000.0,OFFSHORE,282.0,10650.0,5340.0,GAS DRIVE,9400.0,CRETACEOUS/JURASSIC/TRIASSIC/PALEOZOIC,850.0,0.9,13.0,32.0,295.0,0.38,991.0,27.5
1P ,EUROPE,NORTH SEA CENTRAL,9.0,0.0,36500.0,OFFSHORE,184.5939615386692,6000.0,3365.0,AQUIFER DRIVE,6730.0,PALEOGENE,330.0,0.7,31.0,35.0,150.0,0.7,562.0,44.0
1P ,ASIA-PACIFIC,PHITSANULOK,127.0,68.0,24650.0,ONSHORE,160.0,6004.0,2760.0,GAS DRIVE,4429.0,NEOGENE,1050.0,0.15,26.0,39.0,800.0,0.7,500.0,19.0
1P ,EUROPE,NORTH SEA NORTHERN,59.0,170.0,237688.0,OFFSHORE,196.0,8120.0,5555.0,AQUIFER DRIVE,7545.0,TRIASSIC,2750.0,0.33,24.0,64.0,3222.0,0.7,590.0,48.8
1P ,EUROPE,NORTH SEA NORTHERN,49.0,170.0,237688.0,OFFSHORE,190.0,6000.0,3858.705441847165,AQUIFER DRIVE,7661.0,JURASSIC/TRIASSIC,230.0,0.41,23.0,56.0,805.0,0.77,440.0,55.0
1P ,NORTH AMERICA,SAN JOAQUIN,5516.0,1.25,71400.0,ONSHORE,128.0,6000.0,425.9040976558846,GAS DRIVE,0.0,NEOGENE,1000.0,0.6,60.0,30.0,2500.0,3.0,200.0,28.0
1P ,NORTH AMERICA,SAN JOAQUIN,5704.0,5.0,131300.0,ONSHORE,92.0,400.0,200.0,GAS DRIVE,-200.0,NEOGENE,200.0,0.6,36.0,13.0,3000.0,1800.0,35.0,50.0
1P ,NORTH AMERICA,WIND RIVER,87.0,5.0,1499.0,ONSHORE,90.0,6000.0,900.0,AQUIFER DRIVE,-3567.0,PERMIAN/CARBONIFEROUS,300.0,0.57,21.0,13.7,48.7,580.0,500.0,54.0
1P ,ASIA-PACIFIC,SABAH,23.0,0.0,9000.0,OFFSHORE,115.67730585740011,6000.0,616.2627673892273,GAS DRIVE,1000.0,NEOGENE,4500.0,0.3,25.0,32.0,549.0,0.7,650.0,10.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,62.0,0.0,11738.0,OFFSHORE,186.0,10571.5,8375.0,AQUIFER DRIVE,8350.0,NEOGENE,6000.0,0.06,31.0,33.0,112.0,0.7,177.0,42.8
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,62.0,0.0,11738.0,OFFSHORE,186.0,10571.5,8375.0,AQUIFER DRIVE,10200.0,NEOGENE,600.0,0.5,29.0,33.0,63.0,0.7,171.0,48.3
1P ,NORTH AMERICA,WILLISTON,22.0,80.0,2036.0,ONSHORE,91.0,1925.0,1830.0,GAS DRIVE,1843.0,TRIASSIC/CARBONIFEROUS,43.0,0.36,13.0,36.5,93.0,7.7,121.0,18.5
2P ,ASIA-PACIFIC,SARAWAK,286.0,0.0,5000.0,OFFSHORE,143.61316449962882,6000.0,2756.0,AQUIFER DRIVE,3280.0,NEOGENE,8202.1,0.6,25.0,41.06,5184.39,0.35,797.27,39.2
1P ,NORTH AMERICA,DENVER,22.0,40.0,5000.0,ONSHORE,137.0,-620.0,1450.0,GAS DRIVE,-620.0,CRETACEOUS,1350.0,0.04,14.3,41.5,688.0,0.7,680.0,8.75
1P ,NORTH AMERICA,PERMIAN,22.0,160.0,2384.0,ONSHORE,160.0,7100.0,3227.0,GAS DRIVE,5100.0,PERMIAN,200.0,0.6,7.0,38.0,1000.0,0.7,1495.0,15.0
1P ,NORTH AMERICA,PERMIAN,22.0,80.0,28003.0,ONSHORE,144.0,5800.0,2500.0,GAS DRIVE,2500.0,PERMIAN,200.0,0.6,10.0,38.0,1000.0,0.7,613.0,15.0
1P ,NORTH AMERICA,PERMIAN,22.0,80.0,46156.0,ONSHORE,140.0,5800.0,2300.0,GAS DRIVE,2500.0,PERMIAN,250.0,0.6,10.0,38.0,1000.0,0.7,263.0,5.0
1P ,FORMER SOVIET UNION,SIBERIAN EASTERN,83.0,3700.0,1900.0,ONSHORE,50.0,6000.0,2150.0,AQUIFER DRIVE,5070.0,PROTEROZOIC,98.43,0.23,18.0,32.0,2249.0,15.0,340.0,29.0
1P ,ASIA-PACIFIC,SABAH,21.0,0.0,40800.0,OFFSHORE,115.18504403110532,6000.0,1060.0,GAS DRIVE,1000.0,NEOGENE,800.0,0.8,21.0,34.0,550.0,0.7,500.0,42.0
1P ,ASIA-PACIFIC,CARNARVON,22.0,90.0,28000.0,OFFSHORE,125.0,2264.0,1050.0,AQUIFER DRIVE,2211.0,CRETACEOUS,72.0,0.8,35.0,19.0,1000.0,9.0,120.0,44.0
1P ,FORMER SOVIET UNION,TEREK-CASPIAN,22.0,36.0,29400.0,ONSHORE,75.0,1051.5,1044.0,AQUIFER DRIVE,-525.0,NEOGENE,1800.0,0.6,16.0,33.5,748.0,0.9,430.0,53.5
1P ,FORMER SOVIET UNION,TEREK-CASPIAN,22.0,36.0,5000.0,ONSHORE,285.87683229882,6000.0,9500.0,GAS DRIVE,13870.0,CRETACEOUS,980.0,0.6,7.0,41.0,320.0,0.9,2500.0,37.8
1P ,EUROPE,NORTH SEA NORTHERN,22.0,0.0,5000.0,OFFSHORE,192.0,8100.0,5561.0,AQUIFER DRIVE,7743.0,JURASSIC,660.0,0.75,27.0,38.4,7400.0,0.37,1039.0,66.0
1P ,EUROPE,NORTH SEA NORTHERN,22.0,0.0,5000.0,OFFSHORE,206.0,8861.0,5864.0,AQUIFER DRIVE,8448.0,JURASSIC/TRIASSIC,610.0,0.6,22.0,39.6,1512.0,0.36,879.0,69.6
2P ,ASIA-PACIFIC,CARNARVON,4.0,0.0,73000.0,OFFSHORE,152.87999337962805,6000.0,3400.0,AQUIFER DRIVE,6660.0,CRETACEOUS,46.0,0.75,28.0,22.0,1000.0,3.5,500.0,44.0
3P ,MIDDLE EAST,MESOPOTAMIAN,12.0,0.0,5000.0,ONSHORE,200.3463399801021,6000.0,4584.952609102554,AQUIFER DRIVE,7710.0,CRETACEOUS,755.0,0.6,20.0,31.0,1429.0,0.7,600.0,47.0
3P ,MIDDLE EAST,MESOPOTAMIAN,12.0,0.0,5000.0,ONSHORE,214.68346567093755,6000.0,5256.976397706628,AQUIFER DRIVE,8875.0,CRETACEOUS,1482.0,0.6,24.0,31.0,1213.0,9.7,600.0,38.0
1P ,NORTH AMERICA,WESTERN CANADA,258.0,2.5,8098.0,ONSHORE,82.4,539.0,1424.0,AQUIFER DRIVE,459.0,CRETACEOUS,200.0,0.4,26.5,14.0,223.0,97.4,152.0,22.0
1P ,ASIA-PACIFIC,BOHAI,183.0,30.0,72636.0,OFFSHORE,145.0,4572.0,2074.0,AQUIFER DRIVE,4357.0,PALEOGENE,980.0,0.6,32.0,16.0,1886.0,70.0,168.0,22.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,2075.0,60.0,230685.0,ONSHORE,180.0,8444.88,3898.0,AQUIFER DRIVE,7710.0,CRETACEOUS,200.0,0.6,19.0,40.0,3976.3,1.3,519.0,30.0
1P ,NORTH AMERICA,WESTERN CANADA,22.0,40.0,1234.0,ONSHORE,90.0,547.0,1468.0,AQUIFER DRIVE,490.0,CRETACEOUS,190.0,0.2,17.0,20.0,13.0,0.7,214.0,28.0
1P ,NORTH AMERICA,WESTERN CANADA,22.0,40.0,7857.0,ONSHORE,86.0,531.0,1567.0,AQUIFER DRIVE,470.0,CRETACEOUS,165.0,0.5,25.0,29.5,58.0,1.8,96.0,64.0
2P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,3.0,0.0,136670.0,OFFSHORE,200.0,27000.0,20000.0,GAS DRIVE,21500.0,NEOGENE,200.0,0.6,20.0,30.0,1000.0,0.7,600.0,44.0
1P ,AFRICA,LOWER CONGO,75.0,0.0,116317.0,OFFSHORE,133.0,3211.0,1525.0,GAS DRIVE,3050.0,CRETACEOUS,550.0,0.35,25.0,31.0,2200.0,1.75,446.0,46.0
1P ,LATIN AMERICA,TALARA,22.0,40.0,5000.0,ONSHORE,140.0,6000.0,2098.753013494351,GAS DRIVE,3000.0,PALEOGENE,1300.0,0.45,5.0,33.0,1000.0,0.7,500.0,44.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,22.0,10.0,26789.0,ONSHORE,147.0,3900.0,1920.0,AQUIFER DRIVE,3719.0,CRETACEOUS,180.0,0.6,25.0,20.0,1000.0,30.0,20.0,44.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,5140.0,40.0,267000.0,ONSHORE,205.0,8430.0,3699.0,AQUIFER DRIVE,8120.0,JURASSIC,110.0,0.7,15.0,42.0,10750.0,0.28,930.0,31.0
1P ,LATIN AMERICA,GUYANA,1120.0,10.0,13033.0,ONSHORE,98.0,1025.0,433.0,AQUIFER DRIVE,800.0,PALEOGENE,400.0,0.6,39.0,16.0,900.0,500.0,30.0,14.2
1P ,ASIA-PACIFIC,BARITO,125.0,40.0,55000.0,ONSHORE,150.0,2953.0,1600.0,GAS DRIVE,541.0,PALEOGENE,200.0,0.3,21.0,40.0,620.0,1.2,1315.0,27.0
1P ,ASIA-PACIFIC,MALAY,22.0,125.0,80000.0,OFFSHORE,158.1348883753248,6000.0,2927.0,GAS DRIVE,4590.0,NEOGENE,330.0,0.5,20.0,45.0,850.0,0.28,675.0,57.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,22.0,90.0,5000.0,ONSHORE,188.06,5187.5,3567.93,AQUIFER DRIVE,2000.0,CRETACEOUS,52.49,0.63,18.0,41.06,1000.0,0.55,925.85,39.8
1P ,LATIN AMERICA,EASTERN VENEZUELA,118.0,0.0,51521.0,OFFSHORE,172.0,6000.0,1935.0,AQUIFER DRIVE,4200.0,NEOGENE,13000.0,0.6,25.0,30.0,1186.0,0.7,550.0,50.0
1P ,LATIN AMERICA,EASTERN VENEZUELA,22.0,0.0,18947.0,OFFSHORE,172.47201406616023,6000.0,3278.399921387338,AQUIFER DRIVE,5730.0,NEOGENE,200.0,0.6,29.0,30.0,134.0,0.7,550.0,56.0
1P ,EUROPE,NORTH SEA CENTRAL,5.0,0.0,32829.0,OFFSHORE,212.61596600049947,6000.0,4649.0,GAS DRIVE,9250.0,JURASSIC,240.0,0.8,17.5,39.0,230.0,0.7,2000.0,44.0
1P ,ASIA-PACIFIC,SARAWAK,22.0,0.0,5000.0,OFFSHORE,125.20257219620407,6000.0,1553.0,AQUIFER DRIVE,1800.0,NEOGENE/PALEOGENE,200.0,0.6,25.0,35.0,498.0,0.7,450.0,30.0
1P ,ASIA-PACIFIC,SABAH,22.0,180.0,14000.0,OFFSHORE,170.0,5416.0,2450.0,GAS DRIVE,5150.0,NEOGENE,1000.0,0.3,25.0,37.5,150.0,0.7,600.0,23.0
1P ,EUROPE,NORTH SEA NORTHERN,18.0,120.0,73882.0,OFFSHORE,200.0,8000.0,3580.0,AQUIFER DRIVE,7800.0,JURASSIC,200.0,0.62,22.0,34.0,631.0,1.26,177.0,42.0
1P ,NORTH AMERICA,JEANNE D ARC,15.0,740.0,133796.0,OFFSHORE,205.0,11340.0,5193.0,GAS DRIVE,10105.0,JURASSIC,394.0,0.54,18.0,33.0,1000.0,0.69,731.0,44.0
1P ,EUROPE,NORTH SEA NORTHERN,7.0,140.0,27570.0,OFFSHORE,260.0,12419.5,6655.0,AQUIFER DRIVE,11778.0,JURASSIC,1000.0,0.52,13.5,38.5,1000.0,0.13,2720.0,25.8
1P ,EUROPE,NORTH SEA NORTHERN,40.0,100.0,123794.0,OFFSHORE,220.0,9200.0,6060.0,AQUIFER DRIVE,8500.0,JURASSIC,475.0,0.7,24.0,38.4,824.0,0.88,290.0,50.0
1P ,NORTH AMERICA,PERMIAN,92.0,40.0,5292.0,ONSHORE,121.0,6000.0,3200.0,GAS DRIVE,4600.0,DEVONIAN,90.0,0.77,15.0,41.5,141.0,2.38,669.0,30.5
1P ,MIDDLE EAST,SOUTH OMAN SALT,22.0,22.24,15386.32,ONSHORE,122.0,6000.0,1392.36,GAS DRIVE,1902.89,PERMIAN,426.51,0.7,26.0,22.0,1000.0,66.0,16.84,44.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,8.0,0.0,163389.0,OFFSHORE,166.0,18846.0,12637.0,AQUIFER DRIVE,18500.0,NEOGENE,1600.0,0.5,23.0,32.0,1598.0,0.7,1356.0,26.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,7.0,0.0,115135.0,OFFSHORE,203.0,20371.0,13288.0,AQUIFER DRIVE,21000.0,NEOGENE,2150.0,0.67,23.0,33.5,2344.0,0.7,942.0,27.0
1P ,LATIN AMERICA,MARACAIBO,162.0,20.0,20066.0,OFFSHORE,130.0,6000.0,1580.0,COMPACTION,1700.0,NEOGENE,200.0,0.6,28.0,19.0,525.0,0.7,503.0,49.0
1P ,LATIN AMERICA,MARACAIBO,22.0,50.0,5000.0,OFFSHORE,130.0,2900.0,1580.0,GAS DRIVE,1700.0,NEOGENE,200.0,0.6,31.0,19.0,6900.0,0.7,503.0,24.5
1P ,LATIN AMERICA,MARACAIBO,425.0,33.0,68896.0,OFFSHORE,120.0,6000.0,1198.0,COMPACTION,1400.0,NEOGENE,650.0,0.35,24.0,17.0,3636.0,93.0,598.0,15.0
1P ,LATIN AMERICA,MARACAIBO,22.0,50.0,5000.0,OFFSHORE,160.0,6000.0,1798.7938975509016,GAS DRIVE,3000.0,NEOGENE,200.0,0.6,31.0,26.0,5979.0,0.7,500.0,47.0
1P ,LATIN AMERICA,MARACAIBO,22.0,22.0,5000.0,OFFSHORE,135.98310619205975,6000.0,1450.0,AQUIFER DRIVE,2600.0,NEOGENE,2500.0,0.6,20.0,28.0,1222.0,0.7,500.0,28.0
1P ,LATIN AMERICA,MARACAIBO,2700.0,13.0,165000.0,ONSHORE,113.0,1700.0,960.0,COMPACTION,1400.0,NEOGENE,200.0,0.6,35.0,12.0,10700.0,2000.0,0.0,23.0
1P ,LATIN AMERICA,MARACAIBO,132.0,13.0,28600.0,ONSHORE,113.0,1800.0,850.0,COMPACTION,1800.0,NEOGENE,200.0,0.6,38.0,12.0,828.0,2000.0,0.0,30.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,22.0,30.0,10000.0,ONSHORE,206.0,6000.0,4165.0,GAS DRIVE,5870.0,PALEOGENE,3300.0,0.6,27.0,40.5,1000.0,0.3,4000.0,44.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,550.0,22.0,98100.0,ONSHORE-OFFSHORE,180.0,7400.0,3497.0,AQUIFER DRIVE,3590.0,NEOGENE,16000.0,0.48,30.0,39.0,1000.0,0.39,722.0,49.0
2P ,AFRICA,ILLIZI (GHADAMES),279.0,2360.0,5000.0,ONSHORE,190.0,4757.0,2750.0,GAS DRIVE,4462.0,ORDOVICIAN,460.0,0.6,6.0,41.0,3670.0,0.7,500.0,42.0
1P ,ASIA-PACIFIC,COOPER,51.0,260.0,5563.0,ONSHORE,285.0,9514.0,4260.0,GAS DRIVE,9297.0,PERMIAN/CARBONIFEROUS,115.0,0.37,10.0,51.0,163.2,0.09,2714.0,23.1
1P ,EUROPE,NORTH SEA NORTHERN,22.0,0.0,369558.0,OFFSHORE,154.0,5075.0,2292.0,AQUIFER DRIVE,4920.0,JURASSIC,440.0,0.9,28.0,28.0,4222.0,1.7,350.0,37.0
2P ,ASIA-PACIFIC,SUPHAN BURI,9.0,0.0,5000.0,ONSHORE,179.01,6000.0,1400.0,AQUIFER DRIVE,2000.0,NEOGENE,1640.42,0.6,20.0,31.14,1000.0,3.4,44.69,23.0
1P ,AFRICA,NIGER DELTA,108.0,158.0,5000.0,OFFSHORE,157.70415927731688,6000.0,2507.0,GAS DRIVE,4645.0,NEOGENE,3000.0,0.6,27.0,36.0,1000.0,0.64,612.0,53.5
1P ,EUROPE,NORTH SEA CENTRAL,28.0,80.0,132000.0,OFFSHORE,289.0,11319.0,7005.0,AQUIFER DRIVE,10975.0,JURASSIC,410.0,0.93,16.5,39.0,868.0,0.34,500.0,64.0
2P ,NORTH AMERICA,NORTH SLOPE,22.0,0.0,5000.0,ONSHORE,31.0,387.5,50.0,GAS DRIVE,-200.0,CRETACEOUS,650.0,0.6,14.0,37.0,1520.0,2.9,71.0,10.16
1P ,AFRICA,MUGLAD,22.0,150.0,5000.0,ONSHORE,279.0,6000.0,3312.0,AQUIFER DRIVE,3700.0,CRETACEOUS,2700.0,0.04,27.0,32.0,1000.0,8.5,28.0,32.0
1P ,LATIN AMERICA,POTIGUAR,36.0,40.0,2413.0,ONSHORE,190.0,6000.0,2852.1118700753977,AQUIFER DRIVE,4530.0,CRETACEOUS,200.0,0.5,18.0,37.0,34.0,0.7,555.0,35.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN OFFSHORE,1.0,0.0,5000.0,OFFSHORE,251.91076628448025,6000.0,7001.930870262268,GAS DRIVE,16000.0,NEOGENE,90.0,0.5,24.0,32.0,1000.0,0.7,500.0,44.0
1P ,FORMER SOVIET UNION,TIMAN-PECHORA,850.0,0.0,5000.0,ONSHORE,169.0,11100.0,5200.0,GAS DRIVE,9510.0,DEVONIAN,249.0,0.35,12.5,36.0,2310.0,2.1,300.0,37.0
1P ,FORMER SOVIET UNION,CASPIAN MIDDLE,3650.0,0.0,329000.0,ONSHORE,128.0,3461.0,1624.0,AQUIFER DRIVE,2723.0,JURASSIC,1020.0,0.46,21.5,35.0,8400.0,3.7,441.5,34.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,22.0,62.02,5000.0,ONSHORE,189.0213644043644,6000.0,4054.117268995247,GAS DRIVE,6489.76,JURASSIC,164.04,0.57,16.0,35.6,1000.0,1.15,338.0,32.8
1P ,NORTH AMERICA,WESTERN CANADA,225.0,60.0,13907.0,ONSHORE,84.0,-494.0,557.0,GAS DRIVE,-525.0,CRETACEOUS,82.0,0.44,24.0,38.0,279.0,5.0,107.0,28.5
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,1175.0,64.0,375000.0,ONSHORE,183.0,8333.0,3698.0,AQUIFER DRIVE,5117.0,CRETACEOUS,3150.0,0.5,23.6,42.0,5293.0,0.3,1137.0,30.0
1P ,NORTH AMERICA,VENTURA,937.0,6.0,81940.0,ONSHORE,180.0,8593.0,6186.0,GAS DRIVE,2500.0,NEOGENE,6000.0,0.65,17.0,27.5,1000.0,1.6,1000.0,44.0
1P ,FORMER SOVIET UNION,SIBERIAN EASTERN,22.0,0.0,5000.0,ONSHORE,61.0,5577.0,2200.0,AQUIFER DRIVE,4101.0,PROTEROZOIC,200.0,0.53,10.0,34.5,1830.0,4.0,500.0,40.0
1P ,LATIN AMERICA,CAMPOS,76.0,16.0,43710.0,OFFSHORE,203.0,9088.0,4134.0,AQUIFER DRIVE,8989.0,PALEOGENE,500.0,0.6,24.4,24.0,361.6,5.5,126.0,33.6
1P ,EUROPE,NORTH SEA NORTHERN,42.0,0.0,76821.0,OFFSHORE,243.0,9186.0,4714.0,GAS DRIVE,9087.93,JURASSIC,459.0,0.65,18.0,37.0,708.0,0.31,662.0,48.0
1P ,EUROPE,NORTH SEA NORTHERN,37.0,0.0,5000.0,OFFSHORE,262.0,9842.0,5062.0,GAS DRIVE,9908.14,JURASSIC,164.0,0.5,22.0,39.0,170.0,0.31,725.0,45.3
1P ,EUROPE,NORTH SEA NORTHERN,37.0,105.0,5000.0,OFFSHORE,271.0,6000.0,5147.0,GAS DRIVE,10400.26,JURASSIC/TRIASSIC,779.0,0.75,17.0,0.0,36.0,0.17,2133.0,29.0
1P ,ASIA-PACIFIC,CARNARVON,20.0,22.0,46000.0,OFFSHORE,122.0,1968.0,926.0,AQUIFER DRIVE,1837.0,CRETACEOUS,164.0,0.8,32.0,19.0,172.0,14.4,99.0,44.0
1P ,ASIA-PACIFIC,JIANGHAN,198.0,16.0,13150.0,ONSHORE,192.0,6963.0,3704.0,GAS DRIVE,2336.0,PALEOGENE,200.0,0.03,18.3,31.0,238.0,6.2,212.0,50.2
1P ,NORTH AMERICA,PERMIAN,63.0,160.0,2855.0,ONSHORE,180.0,7750.0,3900.0,GAS DRIVE,8500.0,PERMIAN,84.0,0.31,10.0,43.6,1000.0,0.7,500.0,44.0
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,22.0,0.0,5000.0,ONSHORE,225.0,12800.0,6013.0,AQUIFER DRIVE,11600.0,NEOGENE,250.0,0.8,26.0,31.0,1000.0,0.45,500.0,70.0
1P ,ASIA-PACIFIC,NANXIANG,84.0,77.0,3567.0,ONSHORE,170.0,4527.0,2262.0,AQUIFER DRIVE,3668.0,PALEOGENE,200.0,0.6,22.0,33.5,67.6,7.5,100.0,41.0
1P ,NORTH AMERICA,POWDER RIVER,479.0,160.0,14991.0,ONSHORE,158.0,1950.0,2540.0,GAS DRIVE,1200.0,CRETACEOUS,110.0,0.35,14.2,42.1,1000.0,0.7,834.0,44.0
1P ,NORTH AMERICA,WESTERN CANADA,22.0,160.0,13660.0,ONSHORE,181.0,4570.0,3242.0,GAS DRIVE,3775.0,TRIASSIC,200.0,0.6,10.0,45.0,224.0,0.7,1028.0,20.7
1P ,ASIA-PACIFIC,BOHAI,213.0,5.5,12439.0,ONSHORE,167.0,5954.0,2677.0,GAS DRIVE,4308.0,PALEOGENE,6600.0,0.1,24.8,26.0,186.0,9.28,257.0,39.8
1P ,NORTH AMERICA,GULF OF MEXICO NORTHERN ONSHORE,236.0,0.0,12450.0,ONSHORE,200.0,7500.0,4100.0,AQUIFER DRIVE,6800.0,PALEOGENE,800.0,0.56,26.0,33.0,1000.0,0.9,500.0,65.0
1P ,ASIA-PACIFIC,GIPPSLAND,30.0,160.0,59000.0,OFFSHORE,215.0,7500.0,3303.0,AQUIFER DRIVE,7349.0,PALEOGENE,200.0,0.75,19.0,47.0,1000.0,2.15,363.0,59.0
1P ,NORTH AMERICA,NORTH SLOPE,22.0,0.0,17000.0,ONSHORE,75.0,4000.0,1800.0,GAS DRIVE,2000.0,CRETACEOUS,300.0,0.2,29.0,16.0,15500.0,30.0,210.0,44.0
1P ,ASIA-PACIFIC,KUTAI,22.0,0.0,5000.0,OFFSHORE,142.38250993389187,6000.0,3800.0,GAS DRIVE,6000.0,NEOGENE,2500.0,0.3,24.4,40.5,1000.0,2.1,949.0,44.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,1174.0,32.0,125000.0,ONSHORE,168.0,8690.0,3524.0,AQUIFER DRIVE,7234.0,CRETACEOUS,200.0,0.7,23.0,28.6,2357.0,6.0,182.0,28.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,1174.0,32.0,125000.0,ONSHORE,168.0,8690.0,3524.0,AQUIFER DRIVE,6496.0,CRETACEOUS,200.0,0.67,25.0,28.5,4091.0,5.2,178.0,31.0
1P ,FORMER SOVIET UNION,SIBERIAN WESTERN,1174.0,32.0,125000.0,ONSHORE,186.5137826612188,6000.0,3936.579443101714,AQUIFER DRIVE,6496.0,CRETACEOUS,200.0,0.78,27.0,28.4,1585.0,6.0,176.0,36.0
1P ,FORMER SOVIET UNION,TIMAN-PECHORA,227.0,0.0,64320.0,ONSHORE,156.0,5651.0,2807.0,AQUIFER DRIVE,5512.0,DEVONIAN,60.0,0.6,19.0,35.0,1000.0,1.5,480.0,44.0
1P ,NORTH AMERICA,JEANNE D ARC,7.0,0.0,117000.0,OFFSHORE,223.0,9422.0,4264.0,GAS DRIVE,8694.0,CRETACEOUS,980.0,0.65,15.0,31.0,839.0,0.68,685.0,30.0
1P ,ASIA-PACIFIC,ASRI,22.0,63.0,119189.0,OFFSHORE,190.0,3500.0,1540.0,AQUIFER DRIVE,3355.0,NEOGENE/PALEOGENE,325.0,0.5,29.0,32.5,1000.0,4.0,82.0,47.0
1P ,NORTH AMERICA,LOS ANGELES,5000.0,6.0,243881.0,ONSHORE-OFFSHORE,135.0,6000.0,1356.0,GAS DRIVE,2300.0,NEOGENE,600.0,0.37,32.0,17.0,8800.0,84.0,160.0,34.0
